job_id;crunchr_job_id;crunchr_employee_id;crunchr_person_id;crunchr_position_id;employee_id;position_id;first_name;last_name;gender;date_of_birth;date_in_service;date_in_position;fte;employee_status;employee_grade;title;position_grade;solid_line;dotted_line;business_unit_level0;business_unit_level1;business_unit_level2;business_unit_level3;functional_area_level0;functional_area_level1;functional_area_level2;functional_area_level3;location_level0;location_level1;location_level2;location_level3;contract_type;talent_status;potential;mobility;performance_status;retention_risk;retention_risk_reason;solid_line_layer;base_salary;currency;crunchr_reward_id;hire_type;leave_type;cost_center_level0;cost_center_level1;cost_center_level2;cost_center_level3;legal_entity_level0;legal_entity_level1;legal_entity_level2;legal_entity_level3
66;;;;;66;66;Haley;Ilves;F;1977-07-27;1999-10-10;2014-04-17;1;Active;Hay Grade 13;Junior Manager;Hay Grade 13;18;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Research and Design;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Unknown;Unknown;Unknown;;24323;EUR;;;;Global;24216;242169;;Sugar & Sweets Holding;Internet trading inc;;
67;;;;;67;67;Khairy;Al-Fayed;M;1967-01-15;1996-06-06;2013-05-27;1;Active;Hay Grade 13;Junior Manager;Hay Grade 13;18;2;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;R&D;Research and Design;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;;Medium;Unknown;Unknown;;27228;EUR;;;;Global;22794;227942;;Sugar & Sweets Holding;Internet trading inc;;
68;;;;;68;68;Mariya;Morris;F;1967-08-03;1997-05-28;2014-03-08;1;Active;Hay Grade 13;Junior Manager;Hay Grade 13;18;2;Global;Sugar & Sweets;Candy;Hard Candy;Global;R&D;Research and Design;;Global;Europe;Netherlands;Rotterdam;Unknown;;Low;Unknown;Low;Medium;Unknown;;28807;EUR;;;;Global;24216;242161;;Sugar & Sweets Holding;Internet trading inc;;
69;;;;;69;69;Ilhan;Roberson;M;1991-01-24;2013-08-09;2014-04-01;1;Active;Hay Grade 13;Junior Manager;Hay Grade 13;18;2;Global;Sugar & Sweets;Candy;Licorice;Global;R&D;Research and Design;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Unknown;Medium;Medium;Unknown;;24595;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Candy sugar store inc;;
70;;;;;70;70;Carlos;Martin;M;1966-10-16;1989-05-07;2012-02-07;1;Active;Hay Grade 13;Junior Manager;Hay Grade 13;18;2;Global;Sugar & Sweets;Icecream;Gelato;Global;R&D;Research and Design;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Local;Medium;Medium;Career;;26195;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Candy sugar store inc;;
71;;;;;71;71;Lidia;Novikov;F;1996-07-02;2010-03-13;2012-11-05;1;Active;Hay Grade 13;Junior Manager;Hay Grade 13;19;2;Global;Sugar & Sweets;Candy;Lollipops;Global;R&D;Research and Design;;Global;Europe;Netherlands;Rotterdam;Permanent;;Medium;Global;Medium;High;Manager;;27811;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Internet trading inc;;
72;;;;;72;72;Saboor;Aftab;M;1994-07-11;2013-01-26;2014-09-30;1;Active;Hay Grade 13;Junior Manager;Hay Grade 13;19;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Research and Design;;Global;Europe;Netherlands;Rotterdam;Temporary;;High;Local;Low;Unknown;Unknown;;28522;EUR;;;;Global;24216;242164;;Sugar & Sweets Holding;Candy sugar store inc;;
73;;;;;73;73;Hu;Okafor;F;1983-05-13;2008-04-11;2014-08-18;1;Active;Hay Grade 13;Junior Manager;Hay Grade 13;19;2;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;R&D;Research and Design;;Global;Europe;Netherlands;Rotterdam;Permanent;;Medium;;High;Unknown;Unknown;;29996;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Sweet company inc;;
74;;;;;74;74;Kaya;Shunji;M;1985-07-04;2014-09-30;2014-09-30;1;Active;Hay Grade 13;Junior Manager;Hay Grade 13;19;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Research and Design;;Global;North America;United States;Chicago;Permanent;;Medium;Regional;Medium;Medium;Other;;29835;USD;;New hire;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
75;;;;;75;75;Ug;Sudarshana;M;1976-12-16;2011-05-20;2014-09-30;0.5;Active;Hay Grade 13;Junior Manager;Hay Grade 13;19;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Research and Design;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Global;Low;;;;28898;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Internet trading inc;;
76;;;;;76;76;Fisseha;Authie;F;;2008-09-01;2014-09-17;1;Active;Hay Grade 13;Local Director;Hay Grade 13;20;2;Global;Sugar & Sweets;Candy;Licorice;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;;Medium;Unknown;Unknown;;27528;EUR;;;;Global;24492;244924;;Sugar & Sweets Holding;Sweet company inc;;
77;;;;;77;77;Uri;De La Llave Millan;M;1986-08-27;2010-06-24;2014-06-24;0.3;Active;Hay Grade 13;Local Director;Hay Grade 13;20;2;Global;Sugar & Sweets;Candy;Chewy Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;;;;29775;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Internet trading inc;;
78;;;;;78;78;Lukas;Ly;M;1983-10-24;2007-09-04;2014-03-23;1;Active;Hay Grade 13;Local Director;Hay Grade 13;20;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;None;Medium;None;None;;29084;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Sweet company inc;;
79;;;;;79;79;Kusumaya;Bo;F;1970-05-12;2007-10-07;2014-03-18;1;Active;Hay Grade 13;Local Director;Hay Grade 13;20;2;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;R&D;Prototype Testing;;Global;Europe;United Kingdom;Manchester;Permanent;;High;Unknown;Medium;;;;24862;GBP;;;;Global;22794;227945;;Sugar & Sweets Holding;Internet trading inc;;
80;;;;;80;80;Fernando;van der Zwaard ;M;1968-11-22;1988-09-19;2013-09-25;0.8;Active;Hay Grade 13;Local Director;Hay Grade 13;20;2;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;The Hague;Permanent;;High;Unknown;Medium;Unknown;Unknown;;24275;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Candy sugar store inc;;
81;;;;;81;81;Babak;Harrison;M;1972-04-27;1997-02-13;2013-06-01;0.8;Active;Hay Grade 13;Local Director;Hay Grade 13;21;2;Global;Sugar & Sweets;Cakes;Birthday Cakes;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Utrecht;Fixed Term;;High;Unknown;Medium;Low;Career;;27911;EUR;;;;Global;22794;227942;;Sugar & Sweets Holding;Candy sugar store inc;;
82;;;;;82;82;Naeem;van Tuinen  ;M;1982-09-23;2013-05-30;2014-09-30;1;Active;Hay Grade 13;Local Director;Hay Grade 13;21;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;None;Medium;Unknown;Unknown;;27799;EUR;;;;Global;22794;227944;;Sugar & Sweets Holding;Internet trading inc;;
83;;;;;83;83;Hiya;Mckinney;F;1966-05-18;1992-12-26;2013-10-27;1;Active;Hay Grade 13;Local Director;Hay Grade 13;21;2;Global;Sugar & Sweets;Candy;Chewy Candy;Global;R&D;Prototype Testing;;Global;North America;United States;New York City;Permanent;;Medium;;Medium;Unknown;Unknown;;26712;USD;;;;Global;24216;242167;;Sugar & Sweets Holding;Sweet company inc;;
84;;;;;84;84;Ray;Phillips;M;1952-08-12;1985-12-10;2011-05-16;1;Active;Hay Grade 13;Local Director;Hay Grade 13;21;2;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Almere;Permanent;;Low;Unknown;Medium;Unknown;Unknown;;27150;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Candy sugar store inc;;
85;;;;;85;85;Maximilian;Gueye;M;1974-10-02;2013-09-28;2014-04-17;0.8;Active;Hay Grade 13;Local Director;Hay Grade 13;21;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Global;Medium;Unknown;Unknown;;26029;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Sweet company inc;;
86;;;;;86;86;Darya;Tuhin;F;1969-02-11;2005-11-22;2014-03-28;1;Active;Hay Grade 13;Local Director;Hay Grade 13;22;2;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Unknown;Low;;;;25956;EUR;;;;Global;24216;242167;;Sugar & Sweets Holding;Candy sugar store inc;;
87;;;;;87;87;Iemke;Rowan;F;1960-03-19;1984-06-10;2012-08-27;1;Active;Hay Grade 13;Local Director;Hay Grade 13;22;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;High;None;Medium;Unknown;Unknown;;25953;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Internet trading inc;;
88;;;;;88;88;Naroa;Harrison;F;1962-04-12;1978-02-05;2012-05-17;1;Active;Hay Grade 13;Local Director;Hay Grade 13;22;2;Global;Sugar & Sweets;Icecream;Popsicles;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Low;Career;;29017;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Internet trading inc;;
89;;;;;89;89;Chris;Schnabel;M;1980-10-10;2008-03-08;2014-09-30;1;Active;Hay Grade 13;Local Director;Hay Grade 13;22;2;Global;Sugar & Sweets;Candy;Licorice;Global;R&D;Prototype Testing;;Global;Europe;Spain;Bilbao;Permanent;;Medium;Unknown;Medium;Medium;Career;;24387;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Candy sugar store inc;;
90;;;;;90;90;Candide;Duong;M;1976-10-18;2010-01-22;2014-09-30;1;Active;Hay Grade 13;Local Director;Hay Grade 13;22;2;Global;Sugar & Sweets;Candy;Hard Candy;Global;R&D;Prototype Testing;;Global;North America;United States;New York City;Permanent;Talent;Medium;;Medium;Unknown;Unknown;;29037;USD;;;;Global;22794;227945;;Sugar & Sweets Holding;Sweet company inc;;
91;;;;;91;91;Tamam;Pinson;M;1977-10-14;2014-04-18;2014-07-03;1;Active;Hay Grade 13;Local Director;Hay Grade 13;23;2;Global;Sugar & Sweets;Candy;Sour Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Regional;Unknown;Low;Personal Circumstances;;24774;EUR;;;;Global;24492;244921;;Sugar & Sweets Holding;Sweet company inc;;
92;;;;;92;92;Ryoko;Lemaire;M;1986-07-11;2013-06-21;2014-03-07;1;Active;Hay Grade 13;Local Director;Hay Grade 13;23;2;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;The Hague;Permanent;;Medium;Global;Low;None;None;;27888;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Sweet company inc;;
93;;;;;93;93;Brahmavarta;Yong-Sik;M;1954-01-31;1980-11-29;2012-06-10;1;Active;Hay Grade 13;Local Director;Hay Grade 13;23;2;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;R&D;Prototype Testing;;Global;Europe;Spain;Barcelona;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;25745;EUR;;;;Global;22794;227947;;Sugar & Sweets Holding;Candy sugar store inc;;
94;;;;;94;94;Baldassarre;Rameau;M;1954-10-31;2005-08-28;2013-03-16;1;Active;Hay Grade 13;Local Director;Hay Grade 13;23;2;Global;Sugar & Sweets;Icecream;Sorbet;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;Unknown;Low;Low;Other;;25269;EUR;;;;Global;24492;244921;;Sugar & Sweets Holding;Internet trading inc;;
95;;;;;95;95;Krzysztof;Kone;M;1961-11-22;1995-07-13;2012-04-15;0.7;Active;Hay Grade 13;Local Director;Hay Grade 13;23;2;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;None;Medium;Unknown;Unknown;;27337;EUR;;;;Global;24216;242166;;Sugar & Sweets Holding;Internet trading inc;;
96;;;;;96;96;Stans;Valdes;M;1976-09-13;2002-06-03;2014-06-27;0.2;Active;Hay Grade 13;Local Director;Hay Grade 13;24;2;Global;Sugar & Sweets;Candy;Chewy Candy;Global;R&D;Prototype Testing;;Global;Europe;United Kingdom;Manchester;Permanent;;Medium;Global;Medium;Unknown;Unknown;;29840;GBP;;;;Global;24216;242165;;Sugar & Sweets Holding;Internet trading inc;;
97;;;;;97;97;Brenda;Tantawi;F;1973-06-02;2007-05-17;2014-09-30;0.5;Active;Hay Grade 13;Local Director;Hay Grade 13;24;2;Global;Sugar & Sweets;Candy;Sour Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Unknown;Unknown;Unknown;;27012;EUR;;;;Global;24216;242163;;Sugar & Sweets Holding;Sweet company inc;;
98;;;;;98;98;Basel;Popov;;;2000-01-28;2013-07-18;1;Active;Hay Grade 13;Local Director;Hay Grade 13;24;2;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;Medium;Unknown;Low;Unknown;Unknown;;27635;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Candy sugar store inc;;
99;;;;;99;99;Abhinivesa;Blanco;M;1987-06-23;2014-02-14;2014-03-20;1;Active;Hay Grade 13;Local Director;Hay Grade 13;24;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;25563;EUR;;;;Global;24216;242163;;Sugar & Sweets Holding;Candy sugar store inc;;
100;;;;;100;100;Yasser;Nasser;M;1971-08-08;1989-03-11;2014-08-22;1;Active;Hay Grade 13;Local Director;Hay Grade 13;24;2;Global;Sugar & Sweets;Candy;Sour Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;None;Medium;Unknown;Unknown;;25269;EUR;;;;Global;24216;242166;;Sugar & Sweets Holding;Candy sugar store inc;;
101;;;;;101;101;Ekrem;Yuasa;M;1976-02-02;2014-09-30;2014-09-30;1;Active;Hay Grade 13;Local Director;Hay Grade 13;25;2;Global;Sugar & Sweets;Candy;Lollipops;Global;R&D;Prototype Testing;;Global;Europe;Spain;Bilbao;Fixed Term;;Medium;Unknown;Low;High;Manager;;26524;EUR;;New hire;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
102;;;;;102;102;Elzire;Allen;F;1973-05-17;2001-04-06;2014-04-02;1;Active;Hay Grade 13;Local Director;Hay Grade 13;25;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Local;Low;None;None;;26892;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Candy sugar store inc;;
103;;;;;103;103;Errol;Denhardt;M;1982-02-22;2009-09-23;2013-12-18;1;Active;Hay Grade 12;Local Director;Hay Grade 13;25;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Regional;Medium;Unknown;Unknown;;27071;EUR;;;;Global;24216;242164;;Sugar & Sweets Holding;Candy sugar store inc;;
104;;;;;104;104;Tim;Pierce;M;1974-05-05;2006-04-05;2014-05-11;1;Active;Hay Grade 13;Local Director;Hay Grade 13;25;2;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;24861;EUR;;;;Global;22794;227943;;Sugar & Sweets Holding;Internet trading inc;;
105;;;;;105;105;Jan;Hyung-sook;M;1963-02-18;1996-04-03;2014-07-09;1;Active;Hay Grade 13;Local Director;Hay Grade 13;25;2;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;R&D;Prototype Testing;;Global;North America;United States;San Francisco;Permanent;;Medium;;Medium;Unknown;Unknown;;26507;USD;;;;Global;22794;227945;;Sugar & Sweets Holding;Candy sugar store inc;;
106;;;;;106;106;Carlos;Croft;M;1962-11-27;1997-03-03;2014-09-30;1;Active;Hay Grade 13;Local Director;Hay Grade 13;26;2;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;R&D;Prototype Testing;;Global;North America;United States;Chicago;Fixed Term;;High;None;High;Unknown;Unknown;;24970;USD;;;;Global;24492;244925;;Sugar & Sweets Holding;Internet trading inc;;
107;;;;;107;107;Kevin;Xiu-lan;M;1969-08-11;1984-07-26;2013-03-07;1;Active;Hay Grade 12;Local Director;Hay Grade 13;26;2;Global;Sugar & Sweets;Icecream;Popsicles;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Medium;Manager;;24974;EUR;;;;Global;24216;242163;;Sugar & Sweets Holding;Internet trading inc;;
108;;;;;108;108;Vladimir;Bradley;M;1964-07-27;1990-05-03;2013-03-14;1;Active;Hay Grade 13;Local Director;Hay Grade 13;26;2;Global;Sugar & Sweets;Icecream;Sorbet;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Local;Medium;Low;Other;;24238;EUR;;;;Global;22794;227947;;Sugar & Sweets Holding;Internet trading inc;;
109;;;;;109;109;Miguel;Bang-xao;M;1974-12-03;2002-07-25;2012-08-29;1;Active;Hay Grade 13;Local Director;Hay Grade 13;26;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;27886;EUR;;;;Global;24216;242164;;Sugar & Sweets Holding;Internet trading inc;;
110;;;;;110;110;Shelby;Moya Lizarraras  ;M;1978-12-10;2004-09-28;2014-06-24;1;Active;Hay Grade 13;Local Director;Hay Grade 13;26;2;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;R&D;Prototype Testing;;Global;Europe;United Kingdom;Glasgow;Permanent;;Medium;;Medium;Unknown;Unknown;;28313;GBP;;;;Global;22794;227941;;Sugar & Sweets Holding;Sweet company inc;;
111;;;;;111;111;Renato;Jude;M;1978-03-21;1995-07-04;2013-05-02;1;Active;Hay Grade 13;Local Director;Hay Grade 13;27;2;Global;Sugar & Sweets;Candy;Sour Candy;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Almere;Permanent;;Medium;Unknown;Medium;None;None;;25466;EUR;;;;Global;24216;242161;;Sugar & Sweets Holding;Candy sugar store inc;;
112;;;;;112;112;Fabian;Mahmoud;M;1981-05-16;2013-08-08;2014-09-30;1;Active;Hay Grade 13;Local Director;Hay Grade 13;27;2;Global;Sugar & Sweets;Icecream;Sorbet;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;High;None;Low;Medium;Unknown;;27574;EUR;;;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
113;;;;;113;113;Fong;Andersen;M;1970-02-08;2007-08-13;2013-10-05;1;Active;Hay Grade 13;Local Director;Hay Grade 13;27;2;Global;Sugar & Sweets;Candy;Sour Candy;Global;R&D;Prototype Testing;;Global;Europe;Spain;Madrid;Permanent;Talent;Medium;Unknown;Low;Medium;Career;;28948;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Internet trading inc;;
114;;;;;114;114;Faith;Walker;F;1964-06-03;2002-05-21;2014-02-17;1;Active;Hay Grade 13;Local Director;Hay Grade 13;27;2;Global;Sugar & Sweets;Icecream;Gelato;Global;R&D;Prototype Testing;;Global;Europe;United Kingdom;Manchester;Permanent;Talent;High;Unknown;Medium;Unknown;Unknown;;29434;GBP;;;;Global;24492;244923;;Sugar & Sweets Holding;Sweet company inc;;
115;;;;;115;115;Liliana;Sedeno Castro  ;F;1985-01-26;2012-11-26;2014-09-30;1;Active;Hay Grade 13;Local Director;Hay Grade 13;27;2;Global;Sugar & Sweets;Candy;Licorice;Global;R&D;Prototype Testing;;Global;Europe;Netherlands;Almere;Permanent;;Low;Global;Medium;Unknown;Unknown;;26756;EUR;;;;Global;24216;242164;;Sugar & Sweets Holding;Internet trading inc;;
116;;;;;116;116;Naheed;Tamm;F;1982-05-22;2002-03-24;2014-02-12;1;Active;Hay Grade 13;Local Manager;Hay Grade 13;28;2;Global;Sugar & Sweets;Candy;Sour Candy;Global;R&D;Innovation;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;High;;;;29306;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Internet trading inc;;
117;;;;;117;117;Aden;Hall;M;1982-07-28;2013-10-23;2014-01-06;0.8;Active;Hay Grade 13;Local Manager;Hay Grade 13;28;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Innovation;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;None;None;;25251;EUR;;;;Global;22794;227946;;Sugar & Sweets Holding;Sweet company inc;;
118;;;;;118;118;Maximilian;Beaver;M;1984-07-02;2005-06-11;2014-09-30;0.7;Active;Hay Grade 13;Local Manager;Hay Grade 13;28;2;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;R&D;Innovation;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Unknown;Medium;Medium;Unknown;;29159;EUR;;;;Global;24492;244921;;Sugar & Sweets Holding;Sweet company inc;;
119;;;;;119;119;Pham;Bao-qing;M;1983-03-27;2008-02-06;2013-02-15;1;Active;Hay Grade 13;Local Manager;Hay Grade 13;28;2;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;R&D;Innovation;;Global;North America;United States;New York City;Permanent;;Medium;Unknown;Medium;None;None;;25607;USD;;;;Global;24492;244921;;Sugar & Sweets Holding;Internet trading inc;;
120;;;;;120;120;Sara;Jian-ping;;1969-09-19;1997-03-13;2013-02-16;1;Active;Hay Grade 13;Local Manager;Hay Grade 13;28;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Innovation;;Global;Europe;Spain;Bilbao;Permanent;;Medium;Local;Medium;Unknown;Unknown;;26899;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Sweet company inc;;
121;;;;;121;121;An;Yu-shiou;F;1954-04-11;1984-06-25;2012-07-27;1;Active;Hay Grade 14;Local Manager;Hay Grade 13;29;2;Global;Sugar & Sweets;Icecream;Sorbet;Global;R&D;Innovation;;Global;Europe;United Kingdom;Manchester;Permanent;;Medium;Global;Medium;Unknown;Unknown;;27757;GBP;;;;Global;24216;242168;;Sugar & Sweets Holding;Internet trading inc;;
122;;;;;122;122;Komnan;Pekkan;M;1974-08-05;2000-10-21;2013-05-01;1;Active;Hay Grade 13;Local Manager;Hay Grade 13;29;2;Global;Sugar & Sweets;Icecream;Sorbet;Global;R&D;Innovation;;Global;Europe;Netherlands;Almere;Permanent;;Low;;Low;Unknown;Unknown;;26934;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Internet trading inc;;
123;;;;;123;123;Laurette;Shapira;F;1965-01-11;1991-04-27;2014-04-20;1;Active;Hay Grade 13;Local Manager;Hay Grade 13;29;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Innovation;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;Local;Unknown;High;Career;;26658;EUR;;;;Global;24492;244921;;Sugar & Sweets Holding;Internet trading inc;;
124;;;;;124;124;Saled;Urjavaha;M;1978-08-21;2014-09-30;2014-09-30;1;Active;Hay Grade 13;Local Manager;Hay Grade 13;29;2;Global;Sugar & Sweets;Candy;Hard Candy;Global;R&D;Innovation;;Global;Europe;Netherlands;The Hague;Permanent;;Medium;None;Medium;;;;26809;EUR;;New hire;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
125;;;;;125;125;Cleave;Lim;M;1980-07-09;2002-09-20;2013-03-31;1;Active;Hay Grade 13;Local Manager;Hay Grade 13;29;2;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;R&D;Innovation;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Unknown;Unknown;Unknown;;27900;EUR;;;;Global;22794;227948;;Sugar & Sweets Holding;Candy sugar store inc;;
126;;;;;126;126;Koen;Gaffari;M;1971-08-06;2003-05-04;2014-01-11;1;Active;Hay Grade 13;Local Manager;Hay Grade 13;30;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Innovation;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;Regional;Medium;Medium;Career;;27503;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Internet trading inc;;
127;;;;;127;127;Lucia;Mirza;F;1976-12-11;2010-09-21;2014-08-06;1;Active;Hay Grade 13;Local Manager;Hay Grade 13;30;2;Global;Sugar & Sweets;Candy;Organic Candy;Global;R&D;Innovation;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Low;Unknown;Unknown;;28563;EUR;;;;Global;22794;227944;;Sugar & Sweets Holding;Sweet company inc;;
